Consultant,Date,Hours,Client,Project
Harper Adams,1/9/2024,6,NextGen Analytics,Project 23
Harper Adams,1/9/2024,3,NextGen Analytics,Project 23
James Anderson,1/8/2024,5,Global Systems,Project 18
James Anderson,1/8/2024,6,Global Systems,Project 19
Sophia Martinez,1/8/2024,8,Global Systems,Project 17
Michael Brown,1/8/2024,5,Innovate Ltd,Project 11
Michael Brown,1/8/2024,4,Innovate Ltd,Project 14
Michael Brown,1/8/2024,6,Innovate Ltd,Project 12
Emily Davis,1/8/2024,5,Global Systems,Project 15
William Thomas,1/8/2024,2,NextGen Analytics,Project 21
Ava Harris,1/8/2024,3,Acme Corp,Project 5
Ava Harris,1/8/2024,6,Acme Corp,Project 5
Ava Harris,1/8/2024,2,Acme Corp,Project 4
Ava Harris,1/8/2024,2,Acme Corp,Project 3
Alexander White,1/8/2024,4,Global Systems,Project 16
Mia Clark,1/8/2024,5,Innovate Ltd,Project 14
Mia Clark,1/8/2024,7,Innovate Ltd,Project 12
Mia Clark,1/8/2024,3,Innovate Ltd,Project 13
Benjamin Lewis,1/8/2024,7,NextGen Analytics,Project 24
Benjamin Lewis,1/8/2024,2,NextGen Analytics,Project 24
Benjamin Lewis,1/8/2024,5,NextGen Analytics,Project 21
Benjamin Lewis,1/8/2024,5,NextGen Analytics,Project 20
Charlotte Walker,1/8/2024,1,Acme Corp,Project 1
Charlotte Walker,1/8/2024,2,Acme Corp,Project 2
Charlotte Walker,1/8/2024,5,Acme Corp,Project 5
Henry Hall,1/8/2024,5,Acme Corp,Project 1
Amelia Allen,1/8/2024,1,Innovate Ltd,Project 13
Lucas Young,1/8/2024,4,Tech Solutions,Project 10
Lucas Young,1/8/2024,7,Tech Solutions,Project 6
Mason Scott,1/8/2024,1,NextGen Analytics,Project 22
Mason Scott,1/8/2024,4,NextGen Analytics,Project 21
Mason Scott,1/8/2024,2,NextGen Analytics,Project 20
Emma Green,1/8/2024,2,NextGen Analytics,Project 23
Ethan Baker,1/8/2024,4,Global Systems,Project 16
Ethan Baker,1/8/2024,6,Global Systems,Project 19
Michael Brown,1/7/2024,5,Innovate Ltd,Project 11
Michael Brown,1/7/2024,5,Innovate Ltd,Project 12
Olivia Taylor,1/7/2024,6,NextGen Analytics,Project 23
Olivia Taylor,1/7/2024,7,NextGen Analytics,Project 21
William Thomas,1/7/2024,5,NextGen Analytics,Project 20
William Thomas,1/7/2024,2,NextGen Analytics,Project 21
William Thomas,1/7/2024,1,NextGen Analytics,Project 20
Ava Harris,1/7/2024,4,Acme Corp,Project 2
Ava Harris,1/7/2024,2,Acme Corp,Project 1
Alexander White,1/7/2024,1,Global Systems,Project 18
Alexander White,1/7/2024,8,Global Systems,Project 16
Mia Clark,1/7/2024,6,Innovate Ltd,Project 13
Mia Clark,1/7/2024,8,Innovate Ltd,Project 11
Mia Clark,1/7/2024,4,Innovate Ltd,Project 13
Benjamin Lewis,1/7/2024,7,NextGen Analytics,Project 24
Benjamin Lewis,1/7/2024,6,NextGen Analytics,Project 24
Charlotte Walker,1/7/2024,8,Acme Corp,Project 2
Henry Hall,1/7/2024,8,Acme Corp,Project 1
Isabella King,1/7/2024,1,Global Systems,Project 16
Mason Scott,1/7/2024,2,NextGen Analytics,Project 22
Mason Scott,1/7/2024,7,NextGen Analytics,Project 23
Emma Green,1/7/2024,3,NextGen Analytics,Project 20
Emma Green,1/7/2024,4,NextGen Analytics,Project 24
Emma Green,1/7/2024,1,NextGen Analytics,Project 20
Ethan Baker,1/7/2024,4,Global Systems,Project 19
Harper Adams,1/7/2024,5,NextGen Analytics,Project 21
James Anderson,1/6/2024,7,Global Systems,Project 19
Sophia Martinez,1/6/2024,6,Global Systems,Project 19
Michael Brown,1/6/2024,8,Innovate Ltd,Project 13
William Thomas,1/6/2024,4,NextGen Analytics,Project 23
William Thomas,1/6/2024,4,NextGen Analytics,Project 23
Ava Harris,1/6/2024,5,Acme Corp,Project 5
Ava Harris,1/6/2024,3,Acme Corp,Project 2
Benjamin Lewis,1/6/2024,3,NextGen Analytics,Project 21
Benjamin Lewis,1/6/2024,1,NextGen Analytics,Project 20
Benjamin Lewis,1/6/2024,2,NextGen Analytics,Project 21
Charlotte Walker,1/6/2024,1,Acme Corp,Project 2
Charlotte Walker,1/6/2024,6,Acme Corp,Project 1
Charlotte Walker,1/6/2024,3,Acme Corp,Project 3
Charlotte Walker,1/6/2024,5,Acme Corp,Project 1
Henry Hall,1/6/2024,7,Acme Corp,Project 5
Henry Hall,1/6/2024,5,Acme Corp,Project 4
Isabella King,1/6/2024,8,Global Systems,Project 15
Isabella King,1/6/2024,5,Global Systems,Project 19
Mason Scott,1/6/2024,3,NextGen Analytics,Project 23
Emma Green,1/6/2024,6,NextGen Analytics,Project 21
Emma Green,1/6/2024,7,NextGen Analytics,Project 21
Ethan Baker,1/6/2024,6,Global Systems,Project 15
Ethan Baker,1/6/2024,2,Global Systems,Project 19
Harper Adams,1/6/2024,2,NextGen Analytics,Project 22
Harper Adams,1/6/2024,6,NextGen Analytics,Project 23
James Anderson,1/5/2024,7,Global Systems,Project 18
Sophia Martinez,1/5/2024,5,Global Systems,Project 16
Michael Brown,1/5/2024,4,Innovate Ltd,Project 11
Emily Davis,1/5/2024,8,Global Systems,Project 19
Emily Davis,1/5/2024,2,Global Systems,Project 17
Emily Davis,1/5/2024,6,Global Systems,Project 17
Olivia Taylor,1/5/2024,5,NextGen Analytics,Project 24
Olivia Taylor,1/5/2024,8,NextGen Analytics,Project 24
Olivia Taylor,1/5/2024,8,NextGen Analytics,Project 22
Olivia Taylor,1/5/2024,8,NextGen Analytics,Project 23
William Thomas,1/5/2024,1,NextGen Analytics,Project 24
Ava Harris,1/5/2024,6,Acme Corp,Project 5
Mia Clark,1/5/2024,8,Innovate Ltd,Project 12
Mia Clark,1/5/2024,5,Innovate Ltd,Project 14
Mia Clark,1/5/2024,6,Innovate Ltd,Project 11
Mia Clark,1/5/2024,5,Innovate Ltd,Project 14
Benjamin Lewis,1/5/2024,5,NextGen Analytics,Project 24
Charlotte Walker,1/5/2024,8,Acme Corp,Project 1
Charlotte Walker,1/5/2024,7,Acme Corp,Project 2
Henry Hall,1/5/2024,2,Acme Corp,Project 2
Henry Hall,1/5/2024,8,Acme Corp,Project 4
Henry Hall,1/5/2024,6,Acme Corp,Project 5
Henry Hall,1/5/2024,4,Acme Corp,Project 5
Lucas Young,1/5/2024,5,Tech Solutions,Project 8
Isabella King,1/5/2024,6,Global Systems,Project 17
Isabella King,1/5/2024,5,Global Systems,Project 18
Isabella King,1/5/2024,7,Global Systems,Project 17
Mason Scott,1/5/2024,1,NextGen Analytics,Project 23
Mason Scott,1/5/2024,7,NextGen Analytics,Project 21
Mason Scott,1/5/2024,6,NextGen Analytics,Project 23
Emma Green,1/5/2024,7,NextGen Analytics,Project 24
Emma Green,1/5/2024,3,NextGen Analytics,Project 20
Harper Adams,1/5/2024,6,NextGen Analytics,Project 22
Sophia Martinez,1/4/2024,1,Global Systems,Project 16
Michael Brown,1/4/2024,4,Innovate Ltd,Project 12
Michael Brown,1/4/2024,3,Innovate Ltd,Project 13
Michael Brown,1/4/2024,8,Innovate Ltd,Project 14
Michael Brown,1/4/2024,8,Innovate Ltd,Project 14
Michael Brown,1/4/2024,6,Innovate Ltd,Project 13
Michael Brown,1/4/2024,6,Innovate Ltd,Project 11
Emily Davis,1/4/2024,5,Global Systems,Project 19
Emily Davis,1/4/2024,6,Global Systems,Project 17
Emily Davis,1/4/2024,1,Global Systems,Project 19
William Thomas,1/4/2024,4,NextGen Analytics,Project 24
William Thomas,1/4/2024,8,NextGen Analytics,Project 24
Ava Harris,1/4/2024,1,Acme Corp,Project 1
Mia Clark,1/4/2024,2,Innovate Ltd,Project 13
Mia Clark,1/4/2024,7,Innovate Ltd,Project 12
Mia Clark,1/4/2024,8,Innovate Ltd,Project 14
Benjamin Lewis,1/4/2024,6,NextGen Analytics,Project 20
Henry Hall,1/4/2024,7,Acme Corp,Project 1
Henry Hall,1/4/2024,8,Acme Corp,Project 4
Lucas Young,1/4/2024,6,Tech Solutions,Project 10
Lucas Young,1/4/2024,3,Tech Solutions,Project 7
Lucas Young,1/4/2024,6,Tech Solutions,Project 9
Mason Scott,1/4/2024,7,NextGen Analytics,Project 21
Mason Scott,1/4/2024,5,NextGen Analytics,Project 22
Mason Scott,1/4/2024,2,NextGen Analytics,Project 22
Emma Green,1/4/2024,4,NextGen Analytics,Project 21
Emma Green,1/4/2024,5,NextGen Analytics,Project 24
Emma Green,1/4/2024,7,NextGen Analytics,Project 21
Ethan Baker,1/4/2024,4,Global Systems,Project 19
Ethan Baker,1/4/2024,3,Global Systems,Project 19
Harper Adams,1/4/2024,7,NextGen Analytics,Project 21
James Anderson,1/3/2024,6,Global Systems,Project 19
James Anderson,1/3/2024,3,Global Systems,Project 16
Sophia Martinez,1/3/2024,3,Global Systems,Project 16
Michael Brown,1/3/2024,8,Innovate Ltd,Project 13
Emily Davis,1/3/2024,7,Global Systems,Project 19
Emily Davis,1/3/2024,8,Global Systems,Project 18
Olivia Taylor,1/3/2024,3,NextGen Analytics,Project 21
William Thomas,1/3/2024,7,NextGen Analytics,Project 24
Ava Harris,1/3/2024,4,Acme Corp,Project 1
Ava Harris,1/3/2024,1,Acme Corp,Project 3
Mia Clark,1/3/2024,6,Innovate Ltd,Project 13
Charlotte Walker,1/3/2024,1,Acme Corp,Project 1
Lucas Young,1/3/2024,4,Tech Solutions,Project 9
Lucas Young,1/3/2024,3,Tech Solutions,Project 9
Isabella King,1/3/2024,3,Global Systems,Project 15
Isabella King,1/3/2024,7,Global Systems,Project 19
Mason Scott,1/3/2024,3,NextGen Analytics,Project 23
Mason Scott,1/3/2024,6,NextGen Analytics,Project 20
Emma Green,1/3/2024,5,NextGen Analytics,Project 22
Ethan Baker,1/3/2024,5,Global Systems,Project 16
Harper Adams,1/3/2024,4,NextGen Analytics,Project 23
Harper Adams,1/3/2024,5,NextGen Analytics,Project 22
James Anderson,1/2/2024,6,Global Systems,Project 19
James Anderson,1/2/2024,4,Global Systems,Project 18
James Anderson,1/2/2024,1,Global Systems,Project 17
James Anderson,1/2/2024,2,Global Systems,Project 18
Sophia Martinez,1/2/2024,7,Global Systems,Project 17
Sophia Martinez,1/2/2024,4,Global Systems,Project 18
Michael Brown,1/2/2024,4,Innovate Ltd,Project 14
Michael Brown,1/2/2024,8,Innovate Ltd,Project 13
Michael Brown,1/2/2024,1,Innovate Ltd,Project 12
Emily Davis,1/2/2024,2,Global Systems,Project 16
Emily Davis,1/2/2024,2,Global Systems,Project 15
Daniel Wilson,1/2/2024,4,Global Systems,Project 16
Olivia Taylor,1/2/2024,8,NextGen Analytics,Project 20
William Thomas,1/2/2024,5,NextGen Analytics,Project 24
William Thomas,1/2/2024,2,NextGen Analytics,Project 21
Ava Harris,1/2/2024,1,Acme Corp,Project 4
Ava Harris,1/2/2024,7,Acme Corp,Project 2
Alexander White,1/2/2024,1,Global Systems,Project 15
Mia Clark,1/2/2024,1,Innovate Ltd,Project 14
Mia Clark,1/2/2024,8,Innovate Ltd,Project 14
Benjamin Lewis,1/2/2024,4,NextGen Analytics,Project 22
Benjamin Lewis,1/2/2024,5,NextGen Analytics,Project 22
Henry Hall,1/2/2024,8,Acme Corp,Project 4
Henry Hall,1/2/2024,5,Acme Corp,Project 5
Amelia Allen,1/2/2024,8,Innovate Ltd,Project 11
Amelia Allen,1/2/2024,2,Innovate Ltd,Project 12
Isabella King,1/2/2024,7,Global Systems,Project 18
Mason Scott,1/2/2024,2,NextGen Analytics,Project 20
Mason Scott,1/2/2024,1,NextGen Analytics,Project 20
Emma Green,1/2/2024,2,NextGen Analytics,Project 23
Ethan Baker,1/2/2024,5,Global Systems,Project 19
Harper Adams,1/2/2024,4,NextGen Analytics,Project 21
Harper Adams,1/2/2024,8,NextGen Analytics,Project 20
Michael Brown,1/1/2024,7,Innovate Ltd,Project 14
Michael Brown,1/1/2024,5,Innovate Ltd,Project 12
Michael Brown,1/1/2024,7,Innovate Ltd,Project 11
Michael Brown,1/1/2024,6,Innovate Ltd,Project 13
Michael Brown,1/1/2024,7,Innovate Ltd,Project 14
Michael Brown,1/1/2024,2,Innovate Ltd,Project 13
Emily Davis,1/1/2024,1,Global Systems,Project 15
Emily Davis,1/1/2024,7,Global Systems,Project 18
Emily Davis,1/1/2024,5,Global Systems,Project 19
Emily Davis,1/1/2024,7,Global Systems,Project 16
Olivia Taylor,1/1/2024,3,NextGen Analytics,Project 21
Olivia Taylor,1/1/2024,1,NextGen Analytics,Project 24
Olivia Taylor,1/1/2024,6,NextGen Analytics,Project 23
William Thomas,1/1/2024,5,NextGen Analytics,Project 22
William Thomas,1/1/2024,4,NextGen Analytics,Project 21
William Thomas,1/1/2024,7,NextGen Analytics,Project 21
Ava Harris,1/1/2024,7,Acme Corp,Project 1
Alexander White,1/1/2024,7,Global Systems,Project 15
Alexander White,1/1/2024,8,Global Systems,Project 18
Alexander White,1/1/2024,8,Global Systems,Project 15
Mia Clark,1/1/2024,7,Innovate Ltd,Project 13
Benjamin Lewis,1/1/2024,3,NextGen Analytics,Project 20
Charlotte Walker,1/1/2024,8,Acme Corp,Project 4
Charlotte Walker,1/1/2024,8,Acme Corp,Project 4
Henry Hall,1/1/2024,7,Acme Corp,Project 2
Amelia Allen,1/1/2024,6,Innovate Ltd,Project 13
Lucas Young,1/1/2024,1,Tech Solutions,Project 9
Mason Scott,1/1/2024,8,NextGen Analytics,Project 22
Mason Scott,1/1/2024,2,NextGen Analytics,Project 24
Ethan Baker,1/1/2024,4,Global Systems,Project 18
Harper Adams,1/1/2024,1,NextGen Analytics,Project 24
