Consultant,Date,Hours,Client,Project_x,Project_y,Hourly Rate,revenue
Emily Davis,1/22/2024,4,Global Systems,Project 17,Project 19,70,280
Daniel Wilson,1/22/2024,2,Global Systems,Project 18,Project 15,70,140
Daniel Wilson,1/22/2024,2,Global Systems,Project 18,Project 16,70,140
Daniel Wilson,1/22/2024,2,Global Systems,Project 18,Project 17,70,140
Daniel Wilson,1/22/2024,2,Global Systems,Project 18,Project 18,70,140
Daniel Wilson,1/22/2024,2,Global Systems,Project 18,Project 19,70,140
Daniel Wilson,1/22/2024,7,Global Systems,Project 16,Project 15,70,490
Daniel Wilson,1/22/2024,7,Global Systems,Project 16,Project 16,70,490
Daniel Wilson,1/22/2024,7,Global Systems,Project 16,Project 17,70,490
Daniel Wilson,1/22/2024,7,Global Systems,Project 16,Project 18,70,490
Daniel Wilson,1/22/2024,7,Global Systems,Project 16,Project 19,70,490
Olivia Taylor,1/22/2024,1,NextGen Analytics,Project 23,Project 20,65,65
Olivia Taylor,1/22/2024,1,NextGen Analytics,Project 23,Project 21,65,65
Olivia Taylor,1/22/2024,1,NextGen Analytics,Project 23,Project 22,65,65
Olivia Taylor,1/22/2024,1,NextGen Analytics,Project 23,Project 23,65,65
Olivia Taylor,1/22/2024,1,NextGen Analytics,Project 23,Project 24,65,65
Ava Harris,1/22/2024,7,Acme Corp,Project 2,Project 1,50,350
Ava Harris,1/22/2024,7,Acme Corp,Project 2,Project 2,50,350
Ava Harris,1/22/2024,7,Acme Corp,Project 2,Project 3,50,350
Ava Harris,1/22/2024,7,Acme Corp,Project 2,Project 4,50,350
Ava Harris,1/22/2024,7,Acme Corp,Project 2,Project 5,50,350
Mia Clark,1/22/2024,2,Innovate Ltd,Project 13,Project 11,55,110
Mia Clark,1/22/2024,2,Innovate Ltd,Project 13,Project 12,55,110
Mia Clark,1/22/2024,2,Innovate Ltd,Project 13,Project 13,55,110
Mia Clark,1/22/2024,2,Innovate Ltd,Project 13,Project 14,55,110
Benjamin Lewis,1/22/2024,4,NextGen Analytics,Project 21,Project 20,65,260
Benjamin Lewis,1/22/2024,4,NextGen Analytics,Project 21,Project 21,65,260
Benjamin Lewis,1/22/2024,4,NextGen Analytics,Project 21,Project 22,65,260
Benjamin Lewis,1/22/2024,4,NextGen Analytics,Project 21,Project 23,65,260
Benjamin Lewis,1/22/2024,4,NextGen Analytics,Project 21,Project 24,65,260
Benjamin Lewis,1/22/2024,3,NextGen Analytics,Project 24,Project 20,65,195
Benjamin Lewis,1/22/2024,3,NextGen Analytics,Project 24,Project 21,65,195
Benjamin Lewis,1/22/2024,3,NextGen Analytics,Project 24,Project 22,65,195
Benjamin Lewis,1/22/2024,3,NextGen Analytics,Project 24,Project 23,65,195
Benjamin Lewis,1/22/2024,3,NextGen Analytics,Project 24,Project 24,65,195
Henry Hall,1/22/2024,7,Acme Corp,Project 3,Project 1,50,350
Henry Hall,1/22/2024,7,Acme Corp,Project 3,Project 2,50,350
Henry Hall,1/22/2024,7,Acme Corp,Project 3,Project 3,50,350
Henry Hall,1/22/2024,7,Acme Corp,Project 3,Project 4,50,350
Henry Hall,1/22/2024,7,Acme Corp,Project 3,Project 5,50,350
Henry Hall,1/22/2024,3,Acme Corp,Project 4,Project 1,50,150
Henry Hall,1/22/2024,3,Acme Corp,Project 4,Project 2,50,150
Henry Hall,1/22/2024,3,Acme Corp,Project 4,Project 3,50,150
Henry Hall,1/22/2024,3,Acme Corp,Project 4,Project 4,50,150
Henry Hall,1/22/2024,3,Acme Corp,Project 4,Project 5,50,150
Lucas Young,1/22/2024,4,Tech Solutions,Project 9,Project 6,60,240
Lucas Young,1/22/2024,4,Tech Solutions,Project 9,Project 7,60,240
Lucas Young,1/22/2024,4,Tech Solutions,Project 9,Project 8,60,240
Lucas Young,1/22/2024,4,Tech Solutions,Project 9,Project 9,60,240
Lucas Young,1/22/2024,4,Tech Solutions,Project 9,Project 10,60,240
Lucas Young,1/22/2024,8,Tech Solutions,Project 6,Project 6,60,480
Lucas Young,1/22/2024,8,Tech Solutions,Project 6,Project 7,60,480
Lucas Young,1/22/2024,8,Tech Solutions,Project 6,Project 8,60,480
Lucas Young,1/22/2024,8,Tech Solutions,Project 6,Project 9,60,480
Lucas Young,1/22/2024,8,Tech Solutions,Project 6,Project 10,60,480
Isabella King,1/22/2024,6,Global Systems,Project 17,Project 15,70,420
Isabella King,1/22/2024,6,Global Systems,Project 17,Project 16,70,420
Isabella King,1/22/2024,6,Global Systems,Project 17,Project 17,70,420
Isabella King,1/22/2024,6,Global Systems,Project 17,Project 18,70,420
Isabella King,1/22/2024,6,Global Systems,Project 17,Project 19,70,420
Isabella King,1/22/2024,8,Global Systems,Project 18,Project 15,70,560
Isabella King,1/22/2024,8,Global Systems,Project 18,Project 16,70,560
Isabella King,1/22/2024,8,Global Systems,Project 18,Project 17,70,560
Isabella King,1/22/2024,8,Global Systems,Project 18,Project 18,70,560
Isabella King,1/22/2024,8,Global Systems,Project 18,Project 19,70,560
Mason Scott,1/22/2024,4,NextGen Analytics,Project 22,Project 20,65,260
Mason Scott,1/22/2024,4,NextGen Analytics,Project 22,Project 21,65,260
Mason Scott,1/22/2024,4,NextGen Analytics,Project 22,Project 22,65,260
Mason Scott,1/22/2024,4,NextGen Analytics,Project 22,Project 23,65,260
Mason Scott,1/22/2024,4,NextGen Analytics,Project 22,Project 24,65,260
Mason Scott,1/22/2024,6,NextGen Analytics,Project 24,Project 20,65,390
Mason Scott,1/22/2024,6,NextGen Analytics,Project 24,Project 21,65,390
Mason Scott,1/22/2024,6,NextGen Analytics,Project 24,Project 22,65,390
Mason Scott,1/22/2024,6,NextGen Analytics,Project 24,Project 23,65,390
Mason Scott,1/22/2024,6,NextGen Analytics,Project 24,Project 24,65,390
Mason Scott,1/22/2024,2,NextGen Analytics,Project 20,Project 20,65,130
Mason Scott,1/22/2024,2,NextGen Analytics,Project 20,Project 21,65,130
Mason Scott,1/22/2024,2,NextGen Analytics,Project 20,Project 22,65,130
Mason Scott,1/22/2024,2,NextGen Analytics,Project 20,Project 23,65,130
Mason Scott,1/22/2024,2,NextGen Analytics,Project 20,Project 24,65,130
Mason Scott,1/22/2024,4,NextGen Analytics,Project 20,Project 20,65,260
Mason Scott,1/22/2024,4,NextGen Analytics,Project 20,Project 21,65,260
Mason Scott,1/22/2024,4,NextGen Analytics,Project 20,Project 22,65,260
Mason Scott,1/22/2024,4,NextGen Analytics,Project 20,Project 23,65,260
Mason Scott,1/22/2024,4,NextGen Analytics,Project 20,Project 24,65,260
Emma Green,1/22/2024,7,NextGen Analytics,Project 20,Project 20,65,455
Emma Green,1/22/2024,7,NextGen Analytics,Project 20,Project 21,65,455
Emma Green,1/22/2024,7,NextGen Analytics,Project 20,Project 22,65,455
Emma Green,1/22/2024,7,NextGen Analytics,Project 20,Project 23,65,455
Emma Green,1/22/2024,7,NextGen Analytics,Project 20,Project 24,65,455
Ethan Baker,1/22/2024,4,Global Systems,Project 16,Project 15,70,280
Ethan Baker,1/22/2024,4,Global Systems,Project 16,Project 16,70,280
Ethan Baker,1/22/2024,4,Global Systems,Project 16,Project 17,70,280
Ethan Baker,1/22/2024,4,Global Systems,Project 16,Project 18,70,280
Ethan Baker,1/22/2024,4,Global Systems,Project 16,Project 19,70,280
Ethan Baker,1/22/2024,7,Global Systems,Project 16,Project 15,70,490
Ethan Baker,1/22/2024,7,Global Systems,Project 16,Project 16,70,490
Ethan Baker,1/22/2024,7,Global Systems,Project 16,Project 17,70,490
Ethan Baker,1/22/2024,7,Global Systems,Project 16,Project 18,70,490
Ethan Baker,1/22/2024,7,Global Systems,Project 16,Project 19,70,490
Ethan Baker,1/22/2024,7,Global Systems,Project 17,Project 15,70,490
Ethan Baker,1/22/2024,7,Global Systems,Project 17,Project 16,70,490
Ethan Baker,1/22/2024,7,Global Systems,Project 17,Project 17,70,490
Ethan Baker,1/22/2024,7,Global Systems,Project 17,Project 18,70,490
Ethan Baker,1/22/2024,7,Global Systems,Project 17,Project 19,70,490
Harper Adams,1/22/2024,3,NextGen Analytics,Project 21,Project 20,65,195
Harper Adams,1/22/2024,3,NextGen Analytics,Project 21,Project 21,65,195
Harper Adams,1/22/2024,3,NextGen Analytics,Project 21,Project 22,65,195
Harper Adams,1/22/2024,3,NextGen Analytics,Project 21,Project 23,65,195
Harper Adams,1/22/2024,3,NextGen Analytics,Project 21,Project 24,65,195
Harper Adams,1/22/2024,4,NextGen Analytics,Project 21,Project 20,65,260
Harper Adams,1/22/2024,4,NextGen Analytics,Project 21,Project 21,65,260
Harper Adams,1/22/2024,4,NextGen Analytics,Project 21,Project 22,65,260
Harper Adams,1/22/2024,4,NextGen Analytics,Project 21,Project 23,65,260
Harper Adams,1/22/2024,4,NextGen Analytics,Project 21,Project 24,65,260
Harper Adams,1/22/2024,4,NextGen Analytics,Project 20,Project 20,65,260
Harper Adams,1/22/2024,4,NextGen Analytics,Project 20,Project 21,65,260
Harper Adams,1/22/2024,4,NextGen Analytics,Project 20,Project 22,65,260
Harper Adams,1/22/2024,4,NextGen Analytics,Project 20,Project 23,65,260
Harper Adams,1/22/2024,4,NextGen Analytics,Project 20,Project 24,65,260
Sophia Martinez,1/21/2024,3,Global Systems,Project 19,Project 15,70,210
Sophia Martinez,1/21/2024,3,Global Systems,Project 19,Project 16,70,210
Sophia Martinez,1/21/2024,3,Global Systems,Project 19,Project 17,70,210
Sophia Martinez,1/21/2024,3,Global Systems,Project 19,Project 18,70,210
Sophia Martinez,1/21/2024,3,Global Systems,Project 19,Project 19,70,210
Sophia Martinez,1/21/2024,3,Global Systems,Project 16,Project 15,70,210
Sophia Martinez,1/21/2024,3,Global Systems,Project 16,Project 16,70,210
Sophia Martinez,1/21/2024,3,Global Systems,Project 16,Project 17,70,210
Sophia Martinez,1/21/2024,3,Global Systems,Project 16,Project 18,70,210
Sophia Martinez,1/21/2024,3,Global Systems,Project 16,Project 19,70,210
Michael Brown,1/21/2024,7,Innovate Ltd,Project 14,Project 11,55,385
Michael Brown,1/21/2024,7,Innovate Ltd,Project 14,Project 12,55,385
Michael Brown,1/21/2024,7,Innovate Ltd,Project 14,Project 13,55,385
Michael Brown,1/21/2024,7,Innovate Ltd,Project 14,Project 14,55,385
Emily Davis,1/21/2024,7,Global Systems,Project 16,Project 15,70,490
Emily Davis,1/21/2024,7,Global Systems,Project 16,Project 16,70,490
Emily Davis,1/21/2024,7,Global Systems,Project 16,Project 17,70,490
Emily Davis,1/21/2024,7,Global Systems,Project 16,Project 18,70,490
Emily Davis,1/21/2024,7,Global Systems,Project 16,Project 19,70,490
Emily Davis,1/21/2024,7,Global Systems,Project 19,Project 15,70,490
Emily Davis,1/21/2024,7,Global Systems,Project 19,Project 16,70,490
Emily Davis,1/21/2024,7,Global Systems,Project 19,Project 17,70,490
Emily Davis,1/21/2024,7,Global Systems,Project 19,Project 18,70,490
Emily Davis,1/21/2024,7,Global Systems,Project 19,Project 19,70,490
Daniel Wilson,1/21/2024,7,Global Systems,Project 19,Project 15,70,490
Daniel Wilson,1/21/2024,7,Global Systems,Project 19,Project 16,70,490
Daniel Wilson,1/21/2024,7,Global Systems,Project 19,Project 17,70,490
Daniel Wilson,1/21/2024,7,Global Systems,Project 19,Project 18,70,490
Daniel Wilson,1/21/2024,7,Global Systems,Project 19,Project 19,70,490
Daniel Wilson,1/21/2024,7,Global Systems,Project 17,Project 15,70,490
Daniel Wilson,1/21/2024,7,Global Systems,Project 17,Project 16,70,490
Daniel Wilson,1/21/2024,7,Global Systems,Project 17,Project 17,70,490
Daniel Wilson,1/21/2024,7,Global Systems,Project 17,Project 18,70,490
Daniel Wilson,1/21/2024,7,Global Systems,Project 17,Project 19,70,490
Olivia Taylor,1/21/2024,7,NextGen Analytics,Project 24,Project 20,65,455
Olivia Taylor,1/21/2024,7,NextGen Analytics,Project 24,Project 21,65,455
Olivia Taylor,1/21/2024,7,NextGen Analytics,Project 24,Project 22,65,455
Olivia Taylor,1/21/2024,7,NextGen Analytics,Project 24,Project 23,65,455
Olivia Taylor,1/21/2024,7,NextGen Analytics,Project 24,Project 24,65,455
Olivia Taylor,1/21/2024,3,NextGen Analytics,Project 22,Project 20,65,195
Olivia Taylor,1/21/2024,3,NextGen Analytics,Project 22,Project 21,65,195
Olivia Taylor,1/21/2024,3,NextGen Analytics,Project 22,Project 22,65,195
Olivia Taylor,1/21/2024,3,NextGen Analytics,Project 22,Project 23,65,195
Olivia Taylor,1/21/2024,3,NextGen Analytics,Project 22,Project 24,65,195
Ava Harris,1/21/2024,8,Acme Corp,Project 3,Project 1,50,400
Ava Harris,1/21/2024,8,Acme Corp,Project 3,Project 2,50,400
Ava Harris,1/21/2024,8,Acme Corp,Project 3,Project 3,50,400
Ava Harris,1/21/2024,8,Acme Corp,Project 3,Project 4,50,400
Ava Harris,1/21/2024,8,Acme Corp,Project 3,Project 5,50,400
Mia Clark,1/21/2024,7,Innovate Ltd,Project 14,Project 11,55,385
Mia Clark,1/21/2024,7,Innovate Ltd,Project 14,Project 12,55,385
Mia Clark,1/21/2024,7,Innovate Ltd,Project 14,Project 13,55,385
Mia Clark,1/21/2024,7,Innovate Ltd,Project 14,Project 14,55,385
Mia Clark,1/21/2024,1,Innovate Ltd,Project 13,Project 11,55,55
Mia Clark,1/21/2024,1,Innovate Ltd,Project 13,Project 12,55,55
Mia Clark,1/21/2024,1,Innovate Ltd,Project 13,Project 13,55,55
Mia Clark,1/21/2024,1,Innovate Ltd,Project 13,Project 14,55,55
Benjamin Lewis,1/21/2024,5,NextGen Analytics,Project 22,Project 20,65,325
Benjamin Lewis,1/21/2024,5,NextGen Analytics,Project 22,Project 21,65,325
Benjamin Lewis,1/21/2024,5,NextGen Analytics,Project 22,Project 22,65,325
Benjamin Lewis,1/21/2024,5,NextGen Analytics,Project 22,Project 23,65,325
Benjamin Lewis,1/21/2024,5,NextGen Analytics,Project 22,Project 24,65,325
Charlotte Walker,1/21/2024,8,Acme Corp,Project 3,Project 1,50,400
Charlotte Walker,1/21/2024,8,Acme Corp,Project 3,Project 2,50,400
Charlotte Walker,1/21/2024,8,Acme Corp,Project 3,Project 3,50,400
Charlotte Walker,1/21/2024,8,Acme Corp,Project 3,Project 4,50,400
Charlotte Walker,1/21/2024,8,Acme Corp,Project 3,Project 5,50,400
Charlotte Walker,1/21/2024,7,Acme Corp,Project 1,Project 1,50,350
Charlotte Walker,1/21/2024,7,Acme Corp,Project 1,Project 2,50,350
Charlotte Walker,1/21/2024,7,Acme Corp,Project 1,Project 3,50,350
Charlotte Walker,1/21/2024,7,Acme Corp,Project 1,Project 4,50,350
Charlotte Walker,1/21/2024,7,Acme Corp,Project 1,Project 5,50,350
Charlotte Walker,1/21/2024,1,Acme Corp,Project 2,Project 1,50,50
Charlotte Walker,1/21/2024,1,Acme Corp,Project 2,Project 2,50,50
Charlotte Walker,1/21/2024,1,Acme Corp,Project 2,Project 3,50,50
Charlotte Walker,1/21/2024,1,Acme Corp,Project 2,Project 4,50,50
Charlotte Walker,1/21/2024,1,Acme Corp,Project 2,Project 5,50,50
Charlotte Walker,1/21/2024,6,Acme Corp,Project 5,Project 1,50,300
Charlotte Walker,1/21/2024,6,Acme Corp,Project 5,Project 2,50,300
Charlotte Walker,1/21/2024,6,Acme Corp,Project 5,Project 3,50,300
Charlotte Walker,1/21/2024,6,Acme Corp,Project 5,Project 4,50,300
Charlotte Walker,1/21/2024,6,Acme Corp,Project 5,Project 5,50,300
Henry Hall,1/21/2024,5,Acme Corp,Project 3,Project 1,50,250
Henry Hall,1/21/2024,5,Acme Corp,Project 3,Project 2,50,250
Henry Hall,1/21/2024,5,Acme Corp,Project 3,Project 3,50,250
Henry Hall,1/21/2024,5,Acme Corp,Project 3,Project 4,50,250
Henry Hall,1/21/2024,5,Acme Corp,Project 3,Project 5,50,250
Amelia Allen,1/21/2024,7,Innovate Ltd,Project 11,Project 11,55,385
Amelia Allen,1/21/2024,7,Innovate Ltd,Project 11,Project 12,55,385
Amelia Allen,1/21/2024,7,Innovate Ltd,Project 11,Project 13,55,385
Amelia Allen,1/21/2024,7,Innovate Ltd,Project 11,Project 14,55,385
Amelia Allen,1/21/2024,5,Innovate Ltd,Project 14,Project 11,55,275
Amelia Allen,1/21/2024,5,Innovate Ltd,Project 14,Project 12,55,275
Amelia Allen,1/21/2024,5,Innovate Ltd,Project 14,Project 13,55,275
Amelia Allen,1/21/2024,5,Innovate Ltd,Project 14,Project 14,55,275
Amelia Allen,1/21/2024,2,Innovate Ltd,Project 14,Project 11,55,110
Amelia Allen,1/21/2024,2,Innovate Ltd,Project 14,Project 12,55,110
Amelia Allen,1/21/2024,2,Innovate Ltd,Project 14,Project 13,55,110
Amelia Allen,1/21/2024,2,Innovate Ltd,Project 14,Project 14,55,110
Amelia Allen,1/21/2024,3,Innovate Ltd,Project 13,Project 11,55,165
Amelia Allen,1/21/2024,3,Innovate Ltd,Project 13,Project 12,55,165
Amelia Allen,1/21/2024,3,Innovate Ltd,Project 13,Project 13,55,165
Amelia Allen,1/21/2024,3,Innovate Ltd,Project 13,Project 14,55,165
Emma Green,1/21/2024,3,NextGen Analytics,Project 20,Project 20,65,195
Emma Green,1/21/2024,3,NextGen Analytics,Project 20,Project 21,65,195
Emma Green,1/21/2024,3,NextGen Analytics,Project 20,Project 22,65,195
Emma Green,1/21/2024,3,NextGen Analytics,Project 20,Project 23,65,195
Emma Green,1/21/2024,3,NextGen Analytics,Project 20,Project 24,65,195
Emma Green,1/21/2024,8,NextGen Analytics,Project 20,Project 20,65,520
Emma Green,1/21/2024,8,NextGen Analytics,Project 20,Project 21,65,520
Emma Green,1/21/2024,8,NextGen Analytics,Project 20,Project 22,65,520
Emma Green,1/21/2024,8,NextGen Analytics,Project 20,Project 23,65,520
Emma Green,1/21/2024,8,NextGen Analytics,Project 20,Project 24,65,520
Emma Green,1/21/2024,3,NextGen Analytics,Project 22,Project 20,65,195
Emma Green,1/21/2024,3,NextGen Analytics,Project 22,Project 21,65,195
Emma Green,1/21/2024,3,NextGen Analytics,Project 22,Project 22,65,195
Emma Green,1/21/2024,3,NextGen Analytics,Project 22,Project 23,65,195
Emma Green,1/21/2024,3,NextGen Analytics,Project 22,Project 24,65,195
Harper Adams,1/21/2024,1,NextGen Analytics,Project 23,Project 20,65,65
Harper Adams,1/21/2024,1,NextGen Analytics,Project 23,Project 21,65,65
Harper Adams,1/21/2024,1,NextGen Analytics,Project 23,Project 22,65,65
Harper Adams,1/21/2024,1,NextGen Analytics,Project 23,Project 23,65,65
Harper Adams,1/21/2024,1,NextGen Analytics,Project 23,Project 24,65,65
James Anderson,1/20/2024,1,Global Systems,Project 17,Project 15,70,70
James Anderson,1/20/2024,1,Global Systems,Project 17,Project 16,70,70
James Anderson,1/20/2024,1,Global Systems,Project 17,Project 17,70,70
James Anderson,1/20/2024,1,Global Systems,Project 17,Project 18,70,70
James Anderson,1/20/2024,1,Global Systems,Project 17,Project 19,70,70
Sophia Martinez,1/20/2024,1,Global Systems,Project 15,Project 15,70,70
Sophia Martinez,1/20/2024,1,Global Systems,Project 15,Project 16,70,70
Sophia Martinez,1/20/2024,1,Global Systems,Project 15,Project 17,70,70
Sophia Martinez,1/20/2024,1,Global Systems,Project 15,Project 18,70,70
Sophia Martinez,1/20/2024,1,Global Systems,Project 15,Project 19,70,70
Michael Brown,1/20/2024,3,Innovate Ltd,Project 13,Project 11,55,165
Michael Brown,1/20/2024,3,Innovate Ltd,Project 13,Project 12,55,165
Michael Brown,1/20/2024,3,Innovate Ltd,Project 13,Project 13,55,165
Michael Brown,1/20/2024,3,Innovate Ltd,Project 13,Project 14,55,165
Michael Brown,1/20/2024,8,Innovate Ltd,Project 14,Project 11,55,440
Michael Brown,1/20/2024,8,Innovate Ltd,Project 14,Project 12,55,440
Michael Brown,1/20/2024,8,Innovate Ltd,Project 14,Project 13,55,440
Michael Brown,1/20/2024,8,Innovate Ltd,Project 14,Project 14,55,440
Daniel Wilson,1/20/2024,8,Global Systems,Project 15,Project 15,70,560
Daniel Wilson,1/20/2024,8,Global Systems,Project 15,Project 16,70,560
Daniel Wilson,1/20/2024,8,Global Systems,Project 15,Project 17,70,560
Daniel Wilson,1/20/2024,8,Global Systems,Project 15,Project 18,70,560
Daniel Wilson,1/20/2024,8,Global Systems,Project 15,Project 19,70,560
Olivia Taylor,1/20/2024,7,NextGen Analytics,Project 21,Project 20,65,455
Olivia Taylor,1/20/2024,7,NextGen Analytics,Project 21,Project 21,65,455
Olivia Taylor,1/20/2024,7,NextGen Analytics,Project 21,Project 22,65,455
Olivia Taylor,1/20/2024,7,NextGen Analytics,Project 21,Project 23,65,455
Olivia Taylor,1/20/2024,7,NextGen Analytics,Project 21,Project 24,65,455
William Thomas,1/20/2024,6,NextGen Analytics,Project 21,Project 20,65,390
William Thomas,1/20/2024,6,NextGen Analytics,Project 21,Project 21,65,390
William Thomas,1/20/2024,6,NextGen Analytics,Project 21,Project 22,65,390
William Thomas,1/20/2024,6,NextGen Analytics,Project 21,Project 23,65,390
William Thomas,1/20/2024,6,NextGen Analytics,Project 21,Project 24,65,390
Ava Harris,1/20/2024,7,Acme Corp,Project 1,Project 1,50,350
Ava Harris,1/20/2024,7,Acme Corp,Project 1,Project 2,50,350
Ava Harris,1/20/2024,7,Acme Corp,Project 1,Project 3,50,350
Ava Harris,1/20/2024,7,Acme Corp,Project 1,Project 4,50,350
Ava Harris,1/20/2024,7,Acme Corp,Project 1,Project 5,50,350
Ava Harris,1/20/2024,4,Acme Corp,Project 5,Project 1,50,200
Ava Harris,1/20/2024,4,Acme Corp,Project 5,Project 2,50,200
Ava Harris,1/20/2024,4,Acme Corp,Project 5,Project 3,50,200
Ava Harris,1/20/2024,4,Acme Corp,Project 5,Project 4,50,200
Ava Harris,1/20/2024,4,Acme Corp,Project 5,Project 5,50,200
Alexander White,1/20/2024,4,Global Systems,Project 19,Project 15,70,280
Alexander White,1/20/2024,4,Global Systems,Project 19,Project 16,70,280
Alexander White,1/20/2024,4,Global Systems,Project 19,Project 17,70,280
Alexander White,1/20/2024,4,Global Systems,Project 19,Project 18,70,280
Alexander White,1/20/2024,4,Global Systems,Project 19,Project 19,70,280
Mia Clark,1/20/2024,6,Innovate Ltd,Project 13,Project 11,55,330
Mia Clark,1/20/2024,6,Innovate Ltd,Project 13,Project 12,55,330
Mia Clark,1/20/2024,6,Innovate Ltd,Project 13,Project 13,55,330
Mia Clark,1/20/2024,6,Innovate Ltd,Project 13,Project 14,55,330
Mia Clark,1/20/2024,7,Innovate Ltd,Project 14,Project 11,55,385
Mia Clark,1/20/2024,7,Innovate Ltd,Project 14,Project 12,55,385
Mia Clark,1/20/2024,7,Innovate Ltd,Project 14,Project 13,55,385
Mia Clark,1/20/2024,7,Innovate Ltd,Project 14,Project 14,55,385
Mia Clark,1/20/2024,2,Innovate Ltd,Project 12,Project 11,55,110
Mia Clark,1/20/2024,2,Innovate Ltd,Project 12,Project 12,55,110
Mia Clark,1/20/2024,2,Innovate Ltd,Project 12,Project 13,55,110
Mia Clark,1/20/2024,2,Innovate Ltd,Project 12,Project 14,55,110
Benjamin Lewis,1/20/2024,3,NextGen Analytics,Project 24,Project 20,65,195
Benjamin Lewis,1/20/2024,3,NextGen Analytics,Project 24,Project 21,65,195
Benjamin Lewis,1/20/2024,3,NextGen Analytics,Project 24,Project 22,65,195
Benjamin Lewis,1/20/2024,3,NextGen Analytics,Project 24,Project 23,65,195
Benjamin Lewis,1/20/2024,3,NextGen Analytics,Project 24,Project 24,65,195
Benjamin Lewis,1/20/2024,7,NextGen Analytics,Project 22,Project 20,65,455
Benjamin Lewis,1/20/2024,7,NextGen Analytics,Project 22,Project 21,65,455
Benjamin Lewis,1/20/2024,7,NextGen Analytics,Project 22,Project 22,65,455
Benjamin Lewis,1/20/2024,7,NextGen Analytics,Project 22,Project 23,65,455
Benjamin Lewis,1/20/2024,7,NextGen Analytics,Project 22,Project 24,65,455
Benjamin Lewis,1/20/2024,7,NextGen Analytics,Project 22,Project 20,65,455
Benjamin Lewis,1/20/2024,7,NextGen Analytics,Project 22,Project 21,65,455
Benjamin Lewis,1/20/2024,7,NextGen Analytics,Project 22,Project 22,65,455
Benjamin Lewis,1/20/2024,7,NextGen Analytics,Project 22,Project 23,65,455
Benjamin Lewis,1/20/2024,7,NextGen Analytics,Project 22,Project 24,65,455
Amelia Allen,1/20/2024,3,Innovate Ltd,Project 13,Project 11,55,165
Amelia Allen,1/20/2024,3,Innovate Ltd,Project 13,Project 12,55,165
Amelia Allen,1/20/2024,3,Innovate Ltd,Project 13,Project 13,55,165
Amelia Allen,1/20/2024,3,Innovate Ltd,Project 13,Project 14,55,165
Lucas Young,1/20/2024,2,Tech Solutions,Project 8,Project 6,60,120
Lucas Young,1/20/2024,2,Tech Solutions,Project 8,Project 7,60,120
Lucas Young,1/20/2024,2,Tech Solutions,Project 8,Project 8,60,120
Lucas Young,1/20/2024,2,Tech Solutions,Project 8,Project 9,60,120
Lucas Young,1/20/2024,2,Tech Solutions,Project 8,Project 10,60,120
Lucas Young,1/20/2024,2,Tech Solutions,Project 10,Project 6,60,120
Lucas Young,1/20/2024,2,Tech Solutions,Project 10,Project 7,60,120
Lucas Young,1/20/2024,2,Tech Solutions,Project 10,Project 8,60,120
Lucas Young,1/20/2024,2,Tech Solutions,Project 10,Project 9,60,120
Lucas Young,1/20/2024,2,Tech Solutions,Project 10,Project 10,60,120
Mason Scott,1/20/2024,1,NextGen Analytics,Project 20,Project 20,65,65
Mason Scott,1/20/2024,1,NextGen Analytics,Project 20,Project 21,65,65
Mason Scott,1/20/2024,1,NextGen Analytics,Project 20,Project 22,65,65
Mason Scott,1/20/2024,1,NextGen Analytics,Project 20,Project 23,65,65
Mason Scott,1/20/2024,1,NextGen Analytics,Project 20,Project 24,65,65
Mason Scott,1/20/2024,7,NextGen Analytics,Project 22,Project 20,65,455
Mason Scott,1/20/2024,7,NextGen Analytics,Project 22,Project 21,65,455
Mason Scott,1/20/2024,7,NextGen Analytics,Project 22,Project 22,65,455
Mason Scott,1/20/2024,7,NextGen Analytics,Project 22,Project 23,65,455
Mason Scott,1/20/2024,7,NextGen Analytics,Project 22,Project 24,65,455
James Anderson,1/19/2024,1,Global Systems,Project 15,Project 15,70,70
James Anderson,1/19/2024,1,Global Systems,Project 15,Project 16,70,70
James Anderson,1/19/2024,1,Global Systems,Project 15,Project 17,70,70
James Anderson,1/19/2024,1,Global Systems,Project 15,Project 18,70,70
James Anderson,1/19/2024,1,Global Systems,Project 15,Project 19,70,70
James Anderson,1/19/2024,8,Global Systems,Project 15,Project 15,70,560
James Anderson,1/19/2024,8,Global Systems,Project 15,Project 16,70,560
James Anderson,1/19/2024,8,Global Systems,Project 15,Project 17,70,560
James Anderson,1/19/2024,8,Global Systems,Project 15,Project 18,70,560
James Anderson,1/19/2024,8,Global Systems,Project 15,Project 19,70,560
James Anderson,1/19/2024,2,Global Systems,Project 18,Project 15,70,140
James Anderson,1/19/2024,2,Global Systems,Project 18,Project 16,70,140
James Anderson,1/19/2024,2,Global Systems,Project 18,Project 17,70,140
James Anderson,1/19/2024,2,Global Systems,Project 18,Project 18,70,140
James Anderson,1/19/2024,2,Global Systems,Project 18,Project 19,70,140
Michael Brown,1/19/2024,6,Innovate Ltd,Project 13,Project 11,55,330
Michael Brown,1/19/2024,6,Innovate Ltd,Project 13,Project 12,55,330
Michael Brown,1/19/2024,6,Innovate Ltd,Project 13,Project 13,55,330
Michael Brown,1/19/2024,6,Innovate Ltd,Project 13,Project 14,55,330
Emily Davis,1/19/2024,5,Global Systems,Project 16,Project 15,70,350
Emily Davis,1/19/2024,5,Global Systems,Project 16,Project 16,70,350
